HIT_info	AID	StartTime_str	EndTime_str	StartTime	EndTime	WorkTime	WorkerCity	WorkerCountry	WorkerIP	native	yearsSpoken	ctrlPosition	pos_ctrlSubPosition	ctrlIndex	RANK1_01	RANK1_02	RANK1_03	RANK1_04	RANK2_01	RANK2_02	RANK2_03	RANK2_04	RANK3_01	RANK3_02	RANK3_03	RANK3_04	RANK4_01	RANK4_02	RANK4_03	RANK4_04	RANK5_01	RANK5_02	RANK5_03	RANK5_04	SrcIndex1	SrcIndex2	SrcIndex3	SrcIndex4	SrcIndex5	trAID1_1	trAID1_2	trAID1_3	trAID1_4	trAID2_1	trAID2_2	trAID2_3	trAID2_4	trAID3_1	trAID3_2	trAID3_3	trAID3_4	trAID4_1	trAID4_2	trAID4_3	trAID4_4	trAID5_1	trAID5_2	trAID5_3	trAID5_4
278	A3J6ATX9TCHE8O	Thu Nov 11 15:14:24 EST 2010	Thu Nov 11 15:17:07 EST 2010	1289506464000	1289506627000	163	Pompano Beach	United States	66.229.98.200	N/A		1	1	78	1	4	4	4	1	4	2	4	3	4	1	2	3	2	1	4	2	4	1	3	ctrl	1109	1110	1111	1112	pos1	neg1	neg2	neg3	A3DD3ACPMVDVCA	A8V7WA74IOHZ9	A1WYSSW33M2FZ2	A2DSLTEW8FFMBV	A8V7WA74IOHZ9	A2DSLTEW8FFMBV	A3DD3ACPMVDVCA	A1WYSSW33M2FZ2	A1SANJGOJ47IDF	A1WYSSW33M2FZ2	A3DD3ACPMVDVCA	A8V7WA74IOHZ9	A1SANJGOJ47IDF	A1WYSSW33M2FZ2	A3DD3ACPMVDVCA	A8V7WA74IOHZ9
278	A3RMYOLYFDCMXU	Fri Nov 12 18:20:14 EST 2010	Fri Nov 12 18:24:04 EST 2010	1289604014000	1289604244000	230	Mcdonough	United States	68.184.134.40	N/A		1	1	78	1	4	4	4	2	3	4	4	1	3	1	4	3	4	3	4	3	3	1	4	ctrl	1109	1110	1111	1112	pos1	neg1	neg2	neg3	A3DD3ACPMVDVCA	A8V7WA74IOHZ9	A1WYSSW33M2FZ2	A2DSLTEW8FFMBV	A8V7WA74IOHZ9	A2DSLTEW8FFMBV	A3DD3ACPMVDVCA	A1WYSSW33M2FZ2	A1SANJGOJ47IDF	A1WYSSW33M2FZ2	A3DD3ACPMVDVCA	A8V7WA74IOHZ9	A1SANJGOJ47IDF	A1WYSSW33M2FZ2	A3DD3ACPMVDVCA	A8V7WA74IOHZ9
279	A1LRRDBA84ITCJ	Thu Nov 11 10:09:56 EST 2010	Thu Nov 11 10:13:26 EST 2010	1289488196000	1289488406000	210	Cranston	United States	72.195.128.219	N/A		2	1	79	2	1	4	2	1	3	4	2	3	4	2	1	3	2	1	4	1	1	3	4	1113	ctrl	1114	1115	1116	A3DD3ACPMVDVCA	A1WYSSW33M2FZ2	A1SANJGOJ47IDF	A8V7WA74IOHZ9	pos1	neg1	neg2	neg3	A3DD3ACPMVDVCA	A1SANJGOJ47IDF	A1WYSSW33M2FZ2	A8V7WA74IOHZ9	A8V7WA74IOHZ9	A1SANJGOJ47IDF	A3DD3ACPMVDVCA	A1WYSSW33M2FZ2	A3DD3ACPMVDVCA	A1WYSSW33M2FZ2	A8V7WA74IOHZ9	A1SANJGOJ47IDF
279	A1XNVCK3V1HOIE	Fri Nov 12 12:12:50 EST 2010	Fri Nov 12 12:18:52 EST 2010	1289581970000	1289582332000	362	Chippewa Falls	United States	75.107.11.62	N/A		2	1	79	2	1	4	2	1	2	3	4	3	4	1	2	3	4	1	2	1	1	3	4	1113	ctrl	1114	1115	1116	A3DD3ACPMVDVCA	A1WYSSW33M2FZ2	A1SANJGOJ47IDF	A8V7WA74IOHZ9	pos1	neg1	neg2	neg3	A3DD3ACPMVDVCA	A1SANJGOJ47IDF	A1WYSSW33M2FZ2	A8V7WA74IOHZ9	A8V7WA74IOHZ9	A1SANJGOJ47IDF	A3DD3ACPMVDVCA	A1WYSSW33M2FZ2	A3DD3ACPMVDVCA	A1WYSSW33M2FZ2	A8V7WA74IOHZ9	A1SANJGOJ47IDF
279	A2HYC64S7RMP7R	Wed Nov 17 21:52:29 EST 2010	Wed Nov 17 21:54:38 EST 2010	1290048749000	1290048878000	129	Milwaukee	United States	24.209.191.209	N/A		2	1	79	3	2	3	1	1	4	4	4	3	4	1	2	2	2	1	2	1	1	1	1	1113	ctrl	1114	1115	1116	A3DD3ACPMVDVCA	A1WYSSW33M2FZ2	A1SANJGOJ47IDF	A8V7WA74IOHZ9	pos1	neg1	neg2	neg3	A3DD3ACPMVDVCA	A1SANJGOJ47IDF	A1WYSSW33M2FZ2	A8V7WA74IOHZ9	A8V7WA74IOHZ9	A1SANJGOJ47IDF	A3DD3ACPMVDVCA	A1WYSSW33M2FZ2	A3DD3ACPMVDVCA	A1WYSSW33M2FZ2	A8V7WA74IOHZ9	A1SANJGOJ47IDF
279	A3HNT6SZG5IBCQ	Mon Nov 08 17:52:00 EST 2010	Mon Nov 08 17:54:49 EST 2010	1289256720000	1289256889000	169	Normal	United States	138.87.146.134	yes	43	2	1	79	2	3	4	1	1	3	4	2	1	4	3	2	3	4	1	2	1	1	2	3	1113	ctrl	1114	1115	1116	A3DD3ACPMVDVCA	A1WYSSW33M2FZ2	A1SANJGOJ47IDF	A8V7WA74IOHZ9	pos1	neg1	neg2	neg3	A3DD3ACPMVDVCA	A1SANJGOJ47IDF	A1WYSSW33M2FZ2	A8V7WA74IOHZ9	A8V7WA74IOHZ9	A1SANJGOJ47IDF	A3DD3ACPMVDVCA	A1WYSSW33M2FZ2	A3DD3ACPMVDVCA	A1WYSSW33M2FZ2	A8V7WA74IOHZ9	A1SANJGOJ47IDF
279	A3K71LAUHBL7PG	Tue Nov 09 02:36:22 EST 2010	Tue Nov 09 02:38:26 EST 2010	1289288182000	1289288306000	124	Ellicott City	United States	173.64.118.46	N/A		2	1	79	2	1	3	2	1	3	3	2	1	3	1	2	3	4	1	2	2	2	1	3	1113	ctrl	1114	1115	1116	A3DD3ACPMVDVCA	A1WYSSW33M2FZ2	A1SANJGOJ47IDF	A8V7WA74IOHZ9	pos1	neg1	neg2	neg3	A3DD3ACPMVDVCA	A1SANJGOJ47IDF	A1WYSSW33M2FZ2	A8V7WA74IOHZ9	A8V7WA74IOHZ9	A1SANJGOJ47IDF	A3DD3ACPMVDVCA	A1WYSSW33M2FZ2	A3DD3ACPMVDVCA	A1WYSSW33M2FZ2	A8V7WA74IOHZ9	A1SANJGOJ47IDF
280	A1V37SR8WKUOC5	Wed Nov 10 09:30:29 EST 2010	Wed Nov 10 09:33:04 EST 2010	1289399429000	1289399584000	155	Brooklyn	United States	24.186.171.77	yes	33	4	4	80	2	1	3	2	4	4	2	4	3	3	4	3	4	3	2	1	1	2	2	1	1117	1118	1119	ctrl	1120	A1SANJGOJ47IDF	A8V7WA74IOHZ9	A1WYSSW33M2FZ2	A3DD3ACPMVDVCA	A3DD3ACPMVDVCA	A8V7WA74IOHZ9	A1WYSSW33M2FZ2	A1SANJGOJ47IDF	A8V7WA74IOHZ9	A1SANJGOJ47IDF	A1WYSSW33M2FZ2	A3DD3ACPMVDVCA	neg1	neg2	neg3	pos1	A1WYSSW33M2FZ2	ALRGHXUNH1UV7	A1SANJGOJ47IDF	A3DD3ACPMVDVCA
280	A3GB6SYS6TIDR0	Sun Nov 14 07:32:28 EST 2010	Sun Nov 14 07:37:29 EST 2010	1289737948000	1289738249000	301	Marcus	United States	75.105.62.142	yes	60	4	4	80	3	1	2	N/A	4	4	1	4	4	4	3	2	4	3	2	1	3	4	2	1	1117	1118	1119	ctrl	1120	A1SANJGOJ47IDF	A8V7WA74IOHZ9	A1WYSSW33M2FZ2	A3DD3ACPMVDVCA	A3DD3ACPMVDVCA	A8V7WA74IOHZ9	A1WYSSW33M2FZ2	A1SANJGOJ47IDF	A8V7WA74IOHZ9	A1SANJGOJ47IDF	A1WYSSW33M2FZ2	A3DD3ACPMVDVCA	neg1	neg2	neg3	pos1	A1WYSSW33M2FZ2	ALRGHXUNH1UV7	A1SANJGOJ47IDF	A3DD3ACPMVDVCA
280	A3HNT6SZG5IBCQ	Thu Nov 11 16:40:05 EST 2010	Thu Nov 11 16:43:59 EST 2010	1289511605000	1289511839000	234	Champaign	United States	209.174.180.134	yes	43	4	4	80	3	1	4	2	4	3	1	2	2	4	3	1	4	3	2	1	1	4	3	2	1117	1118	1119	ctrl	1120	A1SANJGOJ47IDF	A8V7WA74IOHZ9	A1WYSSW33M2FZ2	A3DD3ACPMVDVCA	A3DD3ACPMVDVCA	A8V7WA74IOHZ9	A1WYSSW33M2FZ2	A1SANJGOJ47IDF	A8V7WA74IOHZ9	A1SANJGOJ47IDF	A1WYSSW33M2FZ2	A3DD3ACPMVDVCA	neg1	neg2	neg3	pos1	A1WYSSW33M2FZ2	ALRGHXUNH1UV7	A1SANJGOJ47IDF	A3DD3ACPMVDVCA
280	AB6C7RS4ECDQZ	Mon Nov 08 17:23:33 EST 2010	Mon Nov 08 17:27:14 EST 2010	1289255013000	1289255234000	221	Prairie Grove	United States	74.51.71.33	N/A		4	4	80	3	2	4	1	2	4	1	4	1	4	4	4	4	4	4	1	1	4	4	2	1117	1118	1119	ctrl	1120	A1SANJGOJ47IDF	A8V7WA74IOHZ9	A1WYSSW33M2FZ2	A3DD3ACPMVDVCA	A3DD3ACPMVDVCA	A8V7WA74IOHZ9	A1WYSSW33M2FZ2	A1SANJGOJ47IDF	A8V7WA74IOHZ9	A1SANJGOJ47IDF	A1WYSSW33M2FZ2	A3DD3ACPMVDVCA	neg1	neg2	neg3	pos1	A1WYSSW33M2FZ2	ALRGHXUNH1UV7	A1SANJGOJ47IDF	A3DD3ACPMVDVCA
280	AWZ83IBW10B96	Thu Nov 18 08:50:34 EST 2010	Thu Nov 18 08:54:04 EST 2010	1290088234000	1290088444000	210	Rochester	United States	184.19.97.83	N/A		4	4	80	2	3	4	1	3	3	1	4	3	4	3	1	4	3	2	1	2	4	3	1	1117	1118	1119	ctrl	1120	A1SANJGOJ47IDF	A8V7WA74IOHZ9	A1WYSSW33M2FZ2	A3DD3ACPMVDVCA	A3DD3ACPMVDVCA	A8V7WA74IOHZ9	A1WYSSW33M2FZ2	A1SANJGOJ47IDF	A8V7WA74IOHZ9	A1SANJGOJ47IDF	A1WYSSW33M2FZ2	A3DD3ACPMVDVCA	neg1	neg2	neg3	pos1	A1WYSSW33M2FZ2	ALRGHXUNH1UV7	A1SANJGOJ47IDF	A3DD3ACPMVDVCA
281	A2LV5QYHH24OMY	Sat Nov 13 08:06:56 EST 2010	Sat Nov 13 08:09:16 EST 2010	1289653616000	1289653756000	140	Charleston	United States	68.143.157.18	N/A		1	3	81	4	2	1	3	2	3	4	1	1	4	3	2	4	3	1	2	1	2	2	4	ctrl	1121	1122	1123	1124	neg1	neg2	pos1	neg3	ALRGHXUNH1UV7	A3BZ8B0JPUBZQQ	A1VBZIOYWE4OSH	A3DD3ACPMVDVCA	A3DD3ACPMVDVCA	ALRGHXUNH1UV7	A3BZ8B0JPUBZQQ	A1VBZIOYWE4OSH	A3BZ8B0JPUBZQQ	ALRGHXUNH1UV7	A3DD3ACPMVDVCA	A1VBZIOYWE4OSH	A3DD3ACPMVDVCA	A1VBZIOYWE4OSH	ALRGHXUNH1UV7	A3BZ8B0JPUBZQQ
281	A3MOLID4MAQMBX	Wed Nov 17 21:38:07 EST 2010	Wed Nov 17 21:40:17 EST 2010	1290047887000	1290048017000	130	Houston	United States	98.197.69.40	N/A		1	3	81	4	3	1	3	4	2	4	1	2	2	1	2	2	3	1	4	1	2	4	3	ctrl	1121	1122	1123	1124	neg1	neg2	pos1	neg3	ALRGHXUNH1UV7	A3BZ8B0JPUBZQQ	A1VBZIOYWE4OSH	A3DD3ACPMVDVCA	A3DD3ACPMVDVCA	ALRGHXUNH1UV7	A3BZ8B0JPUBZQQ	A1VBZIOYWE4OSH	A3BZ8B0JPUBZQQ	ALRGHXUNH1UV7	A3DD3ACPMVDVCA	A1VBZIOYWE4OSH	A3DD3ACPMVDVCA	A1VBZIOYWE4OSH	ALRGHXUNH1UV7	A3BZ8B0JPUBZQQ
281	A3QPOJPYI2BBT5	Wed Nov 10 23:58:09 EST 2010	Thu Nov 11 00:03:37 EST 2010	1289451489000	1289451817000	328	Gaylord	United States	66.227.188.2	N/A		1	3	81	3	3	1	3	4	2	4	1	1	4	1	2	3	2	1	4	1	3	4	2	ctrl	1121	1122	1123	1124	neg1	neg2	pos1	neg3	ALRGHXUNH1UV7	A3BZ8B0JPUBZQQ	A1VBZIOYWE4OSH	A3DD3ACPMVDVCA	A3DD3ACPMVDVCA	ALRGHXUNH1UV7	A3BZ8B0JPUBZQQ	A1VBZIOYWE4OSH	A3BZ8B0JPUBZQQ	ALRGHXUNH1UV7	A3DD3ACPMVDVCA	A1VBZIOYWE4OSH	A3DD3ACPMVDVCA	A1VBZIOYWE4OSH	ALRGHXUNH1UV7	A3BZ8B0JPUBZQQ
281	AHOU3VA400IOT	Thu Nov 11 13:20:33 EST 2010	Thu Nov 11 13:22:27 EST 2010	1289499633000	1289499747000	114	Raeford	United States	67.238.166.116	yes	34	1	3	81	4	3	1	2	4	2	3	1	1	4	3	2	4	2	3	1	3	2	1	4	ctrl	1121	1122	1123	1124	neg1	neg2	pos1	neg3	ALRGHXUNH1UV7	A3BZ8B0JPUBZQQ	A1VBZIOYWE4OSH	A3DD3ACPMVDVCA	A3DD3ACPMVDVCA	ALRGHXUNH1UV7	A3BZ8B0JPUBZQQ	A1VBZIOYWE4OSH	A3BZ8B0JPUBZQQ	ALRGHXUNH1UV7	A3DD3ACPMVDVCA	A1VBZIOYWE4OSH	A3DD3ACPMVDVCA	A1VBZIOYWE4OSH	ALRGHXUNH1UV7	A3BZ8B0JPUBZQQ
281	AW468BGG4HUVN	Tue Nov 09 13:55:30 EST 2010	Tue Nov 09 13:56:32 EST 2010	1289328930000	1289328992000	62	Arlington	United States	96.255.14.183	N/A		1	3	81	4	3	1	2	2	3	4	1	2	4	1	3	3	2	1	4	4	2	1	3	ctrl	1121	1122	1123	1124	neg1	neg2	pos1	neg3	ALRGHXUNH1UV7	A3BZ8B0JPUBZQQ	A1VBZIOYWE4OSH	A3DD3ACPMVDVCA	A3DD3ACPMVDVCA	ALRGHXUNH1UV7	A3BZ8B0JPUBZQQ	A1VBZIOYWE4OSH	A3BZ8B0JPUBZQQ	ALRGHXUNH1UV7	A3DD3ACPMVDVCA	A1VBZIOYWE4OSH	A3DD3ACPMVDVCA	A1VBZIOYWE4OSH	ALRGHXUNH1UV7	A3BZ8B0JPUBZQQ
282	A2PAV7JATODL20	Tue Nov 09 19:55:24 EST 2010	Tue Nov 09 20:04:17 EST 2010	1289350524000	1289351057000	533	Benton	United States	98.93.111.179	N/A		5	1	82	3	4	1	4	4	1	4	4	2	2	3	2	2	4	4	1	1	3	4	4	1125	1126	1127	1128	ctrl	A3DD3ACPMVDVCA	ALRGHXUNH1UV7	A1VBZIOYWE4OSH	A3BZ8B0JPUBZQQ	A1VBZIOYWE4OSH	A3DD3ACPMVDVCA	A3BZ8B0JPUBZQQ	ALRGHXUNH1UV7	A1VBZIOYWE4OSH	A3DD3ACPMVDVCA	A3BZ8B0JPUBZQQ	ALRGHXUNH1UV7	A3BZ8B0JPUBZQQ	ALRGHXUNH1UV7	A1VBZIOYWE4OSH	A3DD3ACPMVDVCA	pos1	neg1	neg2	neg3
282	A3GUSBF7LGFWFT	Tue Nov 09 21:46:46 EST 2010	Tue Nov 09 21:51:29 EST 2010	1289357206000	1289357489000	283	Forest Hills	United States	98.14.97.20	yes	55	5	1	82	1	4	3	2	3	1	2	4	1	1	1	1	2	3	4	1	1	2	4	3	1125	1126	1127	1128	ctrl	A3DD3ACPMVDVCA	ALRGHXUNH1UV7	A1VBZIOYWE4OSH	A3BZ8B0JPUBZQQ	A1VBZIOYWE4OSH	A3DD3ACPMVDVCA	A3BZ8B0JPUBZQQ	ALRGHXUNH1UV7	A1VBZIOYWE4OSH	A3DD3ACPMVDVCA	A3BZ8B0JPUBZQQ	ALRGHXUNH1UV7	A3BZ8B0JPUBZQQ	ALRGHXUNH1UV7	A1VBZIOYWE4OSH	A3DD3ACPMVDVCA	pos1	neg1	neg2	neg3
282	A3HNT6SZG5IBCQ	Thu Nov 11 16:44:39 EST 2010	Thu Nov 11 16:48:27 EST 2010	1289511879000	1289512107000	228	Champaign	United States	209.174.180.134	yes	43	5	1	82	1	4	2	3	3	1	2	4	1	1	2	1	4	1	3	2	1	2	4	3	1125	1126	1127	1128	ctrl	A3DD3ACPMVDVCA	ALRGHXUNH1UV7	A1VBZIOYWE4OSH	A3BZ8B0JPUBZQQ	A1VBZIOYWE4OSH	A3DD3ACPMVDVCA	A3BZ8B0JPUBZQQ	ALRGHXUNH1UV7	A1VBZIOYWE4OSH	A3DD3ACPMVDVCA	A3BZ8B0JPUBZQQ	ALRGHXUNH1UV7	A3BZ8B0JPUBZQQ	ALRGHXUNH1UV7	A1VBZIOYWE4OSH	A3DD3ACPMVDVCA	pos1	neg1	neg2	neg3
282	A6QG9LM5WL0AQ	Thu Nov 11 20:30:27 EST 2010	Thu Nov 11 20:33:56 EST 2010	1289525427000	1289525636000	209	Orangevale	United States	75.45.97.216	N/A		5	1	82	3	4	2	1	3	2	1	4	1	2	4	3	4	2	3	1	4	3	2	1	1125	1126	1127	1128	ctrl	A3DD3ACPMVDVCA	ALRGHXUNH1UV7	A1VBZIOYWE4OSH	A3BZ8B0JPUBZQQ	A1VBZIOYWE4OSH	A3DD3ACPMVDVCA	A3BZ8B0JPUBZQQ	ALRGHXUNH1UV7	A1VBZIOYWE4OSH	A3DD3ACPMVDVCA	A3BZ8B0JPUBZQQ	ALRGHXUNH1UV7	A3BZ8B0JPUBZQQ	ALRGHXUNH1UV7	A1VBZIOYWE4OSH	A3DD3ACPMVDVCA	pos1	neg1	neg2	neg3
282	AW468BGG4HUVN	Thu Nov 18 16:37:28 EST 2010	Thu Nov 18 16:38:43 EST 2010	1290116248000	1290116323000	75	Arlington	United States	96.255.14.183	N/A		5	1	82	1	4	3	2	3	1	4	2	1	1	4	1	3	2	4	1	1	2	4	3	1125	1126	1127	1128	ctrl	A3DD3ACPMVDVCA	ALRGHXUNH1UV7	A1VBZIOYWE4OSH	A3BZ8B0JPUBZQQ	A1VBZIOYWE4OSH	A3DD3ACPMVDVCA	A3BZ8B0JPUBZQQ	ALRGHXUNH1UV7	A1VBZIOYWE4OSH	A3DD3ACPMVDVCA	A3BZ8B0JPUBZQQ	ALRGHXUNH1UV7	A3BZ8B0JPUBZQQ	ALRGHXUNH1UV7	A1VBZIOYWE4OSH	A3DD3ACPMVDVCA	pos1	neg1	neg2	neg3
283	A1HLFEB6TYXAAC	Sat Nov 13 18:25:50 EST 2010	Sat Nov 13 18:28:15 EST 2010	1289690750000	1289690895000	145	Broomall	United States	76.98.44.222	N/A		5	3	83	1	2	4	3	4	3	1	2	3	2	4	1	4	3	2	1	4	2	1	3	1129	1130	1131	1132	ctrl	ALRGHXUNH1UV7	A3DD3ACPMVDVCA	A1VBZIOYWE4OSH	A3BZ8B0JPUBZQQ	ALRGHXUNH1UV7	A1VBZIOYWE4OSH	A3DD3ACPMVDVCA	A3BZ8B0JPUBZQQ	A143BVGOUF83JE	A2QLM59QC9G1UF	A3KWCQJ39DXKT4	A3DD3ACPMVDVCA	A3KWCQJ39DXKT4	A143BVGOUF83JE	A3DD3ACPMVDVCA	A2QLM59QC9G1UF	neg1	neg2	pos1	neg3
283	A1LRRDBA84ITCJ	Wed Nov 10 20:29:42 EST 2010	Wed Nov 10 20:31:54 EST 2010	1289438982000	1289439114000	132	Cranston	United States	72.195.128.219	N/A		5	3	83	4	1	3	2	4	3	1	2	2	1	4	3	4	1	2	3	2	4	1	3	1129	1130	1131	1132	ctrl	ALRGHXUNH1UV7	A3DD3ACPMVDVCA	A1VBZIOYWE4OSH	A3BZ8B0JPUBZQQ	ALRGHXUNH1UV7	A1VBZIOYWE4OSH	A3DD3ACPMVDVCA	A3BZ8B0JPUBZQQ	A143BVGOUF83JE	A2QLM59QC9G1UF	A3KWCQJ39DXKT4	A3DD3ACPMVDVCA	A3KWCQJ39DXKT4	A143BVGOUF83JE	A3DD3ACPMVDVCA	A2QLM59QC9G1UF	neg1	neg2	pos1	neg3
283	A2DAU31ALHC3C6	Wed Nov 17 17:03:50 EST 2010	Wed Nov 17 17:06:23 EST 2010	1290031430000	1290031583000	153	Phoenix	United States	75.174.199.47	yes	65	5	3	83	3	1	3	3	3	3	1	3	3	1	3	1	3	3	2	1	3	3	1	3	1129	1130	1131	1132	ctrl	ALRGHXUNH1UV7	A3DD3ACPMVDVCA	A1VBZIOYWE4OSH	A3BZ8B0JPUBZQQ	ALRGHXUNH1UV7	A1VBZIOYWE4OSH	A3DD3ACPMVDVCA	A3BZ8B0JPUBZQQ	A143BVGOUF83JE	A2QLM59QC9G1UF	A3KWCQJ39DXKT4	A3DD3ACPMVDVCA	A3KWCQJ39DXKT4	A143BVGOUF83JE	A3DD3ACPMVDVCA	A2QLM59QC9G1UF	neg1	neg2	pos1	neg3
283	A3J6ATX9TCHE8O	Thu Nov 11 12:09:48 EST 2010	Thu Nov 11 12:13:40 EST 2010	1289495388000	1289495620000	232	Pompano Beach	United States	66.229.98.200	N/A		5	3	83	2	1	4	4	4	4	1	4	1	2	4	3	4	3	1	2	4	3	1	2	1129	1130	1131	1132	ctrl	ALRGHXUNH1UV7	A3DD3ACPMVDVCA	A1VBZIOYWE4OSH	A3BZ8B0JPUBZQQ	ALRGHXUNH1UV7	A1VBZIOYWE4OSH	A3DD3ACPMVDVCA	A3BZ8B0JPUBZQQ	A143BVGOUF83JE	A2QLM59QC9G1UF	A3KWCQJ39DXKT4	A3DD3ACPMVDVCA	A3KWCQJ39DXKT4	A143BVGOUF83JE	A3DD3ACPMVDVCA	A2QLM59QC9G1UF	neg1	neg2	pos1	neg3
283	ASX2NOUVA9CRH	Tue Nov 09 01:14:09 EST 2010	Tue Nov 09 01:27:40 EST 2010	1289283249000	1289284060000	811	Tulsa	United States	99.184.104.174	N/A		5	3	83	4	1	3	2	4	3	1	2	2	1	4	3	4	2	3	1	3	2	1	4	1129	1130	1131	1132	ctrl	ALRGHXUNH1UV7	A3DD3ACPMVDVCA	A1VBZIOYWE4OSH	A3BZ8B0JPUBZQQ	ALRGHXUNH1UV7	A1VBZIOYWE4OSH	A3DD3ACPMVDVCA	A3BZ8B0JPUBZQQ	A143BVGOUF83JE	A2QLM59QC9G1UF	A3KWCQJ39DXKT4	A3DD3ACPMVDVCA	A3KWCQJ39DXKT4	A143BVGOUF83JE	A3DD3ACPMVDVCA	A2QLM59QC9G1UF	neg1	neg2	pos1	neg3
284	A1BHMDRWW9ZYSO	Tue Nov 09 10:19:31 EST 2010	Tue Nov 09 10:22:54 EST 2010	1289315971000	1289316174000	203	York	United States	71.207.9.96	N/A		4	3	84	2	1	3	4	1	2	3	4	4	2	3	1	4	2	1	3	3	2	4	1	1133	1134	1135	ctrl	1136	A143BVGOUF83JE	A2QLM59QC9G1UF	A3DD3ACPMVDVCA	A3KWCQJ39DXKT4	A2QLM59QC9G1UF	A3DD3ACPMVDVCA	A143BVGOUF83JE	A3KWCQJ39DXKT4	A3KWCQJ39DXKT4	A3DD3ACPMVDVCA	A143BVGOUF83JE	A2QLM59QC9G1UF	neg1	neg2	pos1	neg3	A3DD3ACPMVDVCA	A143BVGOUF83JE	A3KWCQJ39DXKT4	A2QLM59QC9G1UF
284	A2V3P1XE33NYC3	Tue Nov 09 02:04:16 EST 2010	Tue Nov 09 02:07:01 EST 2010	1289286256000	1289286421000	165	Omaha	United States	174.71.44.185	N/A		4	3	84	2	1	3	4	1	4	3	4	4	2	3	1	4	4	1	3	2	3	4	1	1133	1134	1135	ctrl	1136	A143BVGOUF83JE	A2QLM59QC9G1UF	A3DD3ACPMVDVCA	A3KWCQJ39DXKT4	A2QLM59QC9G1UF	A3DD3ACPMVDVCA	A143BVGOUF83JE	A3KWCQJ39DXKT4	A3KWCQJ39DXKT4	A3DD3ACPMVDVCA	A143BVGOUF83JE	A2QLM59QC9G1UF	neg1	neg2	pos1	neg3	A3DD3ACPMVDVCA	A143BVGOUF83JE	A3KWCQJ39DXKT4	A2QLM59QC9G1UF
284	A3J6ATX9TCHE8O	Thu Nov 11 15:25:24 EST 2010	Thu Nov 11 15:27:46 EST 2010	1289507124000	1289507266000	142	Pompano Beach	United States	66.229.98.200	N/A		4	3	84	3	1	2	4	1	3	2	4	4	2	3	1	4	4	1	4	3	1	4	2	1133	1134	1135	ctrl	1136	A143BVGOUF83JE	A2QLM59QC9G1UF	A3DD3ACPMVDVCA	A3KWCQJ39DXKT4	A2QLM59QC9G1UF	A3DD3ACPMVDVCA	A143BVGOUF83JE	A3KWCQJ39DXKT4	A3KWCQJ39DXKT4	A3DD3ACPMVDVCA	A143BVGOUF83JE	A2QLM59QC9G1UF	neg1	neg2	pos1	neg3	A3DD3ACPMVDVCA	A143BVGOUF83JE	A3KWCQJ39DXKT4	A2QLM59QC9G1UF
284	A3R467YDQ1C8VG	Sat Nov 13 02:31:30 EST 2010	Sat Nov 13 02:40:22 EST 2010	1289633490000	1289634022000	532	Nashville	United States	68.53.91.197	N/A		4	3	84	2	1	3	4	1	2	4	4	4	2	1	2	4	3	1	4	2	3	2	3	1133	1134	1135	ctrl	1136	A143BVGOUF83JE	A2QLM59QC9G1UF	A3DD3ACPMVDVCA	A3KWCQJ39DXKT4	A2QLM59QC9G1UF	A3DD3ACPMVDVCA	A143BVGOUF83JE	A3KWCQJ39DXKT4	A3KWCQJ39DXKT4	A3DD3ACPMVDVCA	A143BVGOUF83JE	A2QLM59QC9G1UF	neg1	neg2	pos1	neg3	A3DD3ACPMVDVCA	A143BVGOUF83JE	A3KWCQJ39DXKT4	A2QLM59QC9G1UF
284	AL93GZURO1B8	Wed Nov 17 20:37:01 EST 2010	Wed Nov 17 20:43:06 EST 2010	1290044221000	1290044586000	365	Rohnert Park	United States	67.170.233.20	N/A		4	3	84	2	1	4	3	1	4	3	4	4	3	3	1	4	3	1	3	2	1	N/A	N/A	1133	1134	1135	ctrl	1136	A143BVGOUF83JE	A2QLM59QC9G1UF	A3DD3ACPMVDVCA	A3KWCQJ39DXKT4	A2QLM59QC9G1UF	A3DD3ACPMVDVCA	A143BVGOUF83JE	A3KWCQJ39DXKT4	A3KWCQJ39DXKT4	A3DD3ACPMVDVCA	A143BVGOUF83JE	A2QLM59QC9G1UF	neg1	neg2	pos1	neg3	A3DD3ACPMVDVCA	A143BVGOUF83JE	A3KWCQJ39DXKT4	A2QLM59QC9G1UF
285	A13ZLTV0I0UG4D	Wed Nov 10 03:56:03 EST 2010	Wed Nov 10 04:03:30 EST 2010	1289379363000	1289379810000	447	Denpasar	Indonesia	110.136.209.203	N/A		5	1	85	3	4	1	2	2	1	3	4	2	4	3	1	2	1	4	3	1	2	4	3	1137	1138	1139	1140	ctrl	A3DD3ACPMVDVCA	A3KWCQJ39DXKT4	A2QLM59QC9G1UF	A143BVGOUF83JE	A143BVGOUF83JE	A3DD3ACPMVDVCA	A2QLM59QC9G1UF	A3KWCQJ39DXKT4	A3DD3ACPMVDVCA	A3KWCQJ39DXKT4	A143BVGOUF83JE	A2QLM59QC9G1UF	A143BVGOUF83JE	A2QLM59QC9G1UF	A3KWCQJ39DXKT4	A3DD3ACPMVDVCA	pos1	neg1	neg2	neg3
