SegID	Urdu	LDC_Translation_1	LDC_Translation_2	LDC_Translation_3	LDC_Translation_4	Turk_Translation_1	Turk_Translation_2	Turk_Translation_3	Turk_Translation_4	WorkerID_1	WorkerID_2	WorkerID_3	WorkerID_4
voa_urd_20090126.0003__1	بھارت میں یوم جمہوریہ کے موقع پر سیکورٹی کی سخت انتظامات	Strict Security Arrangements On Republic Day in India	Strict Security Arrangements in India on Republic Day	Security Beefed up in India on Republic Day	Security heightened in India on the occasion of Republic Day	Hard arrangements of security at the event of India Democratic Day.	Tight security measures on the Republic day of India.	Strict security arrangements in India on Republic Day.	India Republic Day in on the occasion of the strict security arrangements.	a353ocl6lm6m4o	a2de039cxxjuga	a3dd3acpmvdvca	a237ydzvlsvdzw
voa_urd_20090126.0003__2	بھارت میں پیر کو ساٹھواں یوم جمہوریہ منایا جارہا ہے، اس موقع ہر سیکورٹی کے انتہائی سخت انتظامات اور ملک بھر میں ہزاروں فوجی تعینات کیے گئے ہیں۔	On Monday the sixtieth Republic Day is being celebrated in India. On this occasion, extremely strict arrangements for security and thousands of soldiers have been posted all over the country.	On Monday, the 60th Republic Day is being celebrated in India, strict security arrangements and thousands of army personnel have been deployed nationwide.	In India 60th Republic Day will be celebrated on Monday. On this occasion intense security arrangements have been made and thousands of military personnel have been stationed across the country.	India will observe its 60th Republic Day on Monday. Strict security arrangements have been made and thousands of troops have been deployed across the country.	The 60 time democratic day is celebrated in India, and extra hard security was planned and large number of miltary was determined on this event.	Indians are going to celebrate their 60th Republic day on Monday. Tight security arrangements are made on this occasion. Thousands of soldiers have been deployed in all parts of the Country.	The 60th Republic Day is being celebrated in India on Monday. On this occasion, strict security measures are being taken and thousands of soldiers were posted throughout the country.	In India Republic Day on Monday sixtieth is being observed, the security of every occasion strict throughout the country and thousands of Iraqi.	a353ocl6lm6m4o	a2de039cxxjuga	a3dd3acpmvdvca	a237ydzvlsvdzw
voa_urd_20090126.0003__3	یوم جمہوریہ کے موقع پردارلحکومت نئی دہلی میں فوجی پریڈ کے دوران ہتھیاروں ، جہازوں اور دیگر فوجی سازو سامان کی نمائش کی جاتی ہے۔	During the Republic Day military parade in the capital New Delhi, weapons, planes and other military equipment is exhibited.	On the occasion of Republic Day, in the capital New Delhi, weapons, planes, and other military arsenal are exhibited during the army parade.	On the occasion of Republic Day in the capital New Delhi, arms, aircrafts and other military equipments is displayed during the military parade.	Weapons, aircraft, and other defense equipment will be deployed in the military parade in the capital New Delhi on the occasion of Republic Day.	There was miltary praid in Govt house Dahle and meanwhile weapons, eroplanes and other miltary instroments were shown.	On the Republic day of India: a grand parade is held, air fighters and military apparatus is displayed in an exhibition.	On the occcasion of Republic Day, during the army parade in New Delhi, weapons, planes and other military equipment is displayed.	The Republic in New Delhi during military parade of weapons, planes and other military equipment to the exhibition.	a353ocl6lm6m4o	a2de039cxxjuga	a3dd3acpmvdvca	a237ydzvlsvdzw
voa_urd_20090126.0003__4	حکام کا کہنا ہے کہ سیکورٹی انتظامات کے تحت طیارہ شکن توپیں اور ”شارپ شوٹر“ بھی تعینات کیے گئے ہیں اور پولیس پریڈ کے راستوں پر کڑی نظر رکھے ہوئے امریکی صدر براک اوباما نے اس موقع پر بھارت کو مبارکباد دی ہے	Authorities say that according to security arrangements, anti-aircraft guns and "sharp shooters" have been posted and the police are keeping a close eye on the parade route. American President Barack Obama has congratulated India on this occasion	According to the officials, under the security arrangements, mortar guns and "sharp shooters" have also been deployed and police are keeping strictly vigilant eyes on the route of the parade. American president Obama has greeted India on this occasion	Authorities have said that as part of the security arrangements, anti-aircraft tanks and "Sharp-Shooters" have also been deployed and police is maintaining a strict watch on the parade route. American President Barack Obama has congratulated India on this occasion.	Officials say that, other security arrangements, anti-aircraft guns and sharp shooters have also been deployed, while police are keeping strict watch on parade routes. US President Barack Obama congratulated India on this occasion.	It is the saying of commandors that high alert helecaptors was specified for security and police were watching the ways and at this event Obama congratulated India.	According to officials, to strengthen the security arrangements, air guns and 'sharp shooter' have been deployed. Police will monitor the routs used for Parade. American president congratulated India on this occasion	Officials are saying that the security arrangements include anti aircraft missiles and sharpshooters and that police will be deployed to watch the roads of the parade. American President Barack Obama congratulated India on the occasion.	Officials say that security arrangements under the Anti-aircraft battery and Jeb sharp also been appointed parade of police and carry out on the roads, the American president on this occasion congratulated India.	a353ocl6lm6m4o	a2de039cxxjuga	a3dd3acpmvdvca	a237ydzvlsvdzw
voa_urd_20090126.0003__5	اوربھارتی وزیر اعظم من موہن سنگھ جن کا ہفتے کے روز دل کا آپریشن ہوا تھااُن کو جلد صحت یابی کی خواہش کا پیغام بھی بھیجاہے۔	and also sent a message wishing a speedy recovery to Indian Prime Minister Manmohan Singh, who had a heart operation on Saturday.	and has also sent a message conveying the wish for an early recovery to the Indian Prime Minister Manmohan Singh, who underwent cardiac surgery on Saturday.	And has sent a message wishing speedy recovery for Indian Prime Minister Manmohan Singh who underwent heart surgery on Saturday.	He also sent a message for the early recovery of Indian Prime Minister Manmohan Singh, who underwent heart surgery on Saturday.	And Indian prime minister Man Mohan Sanghjan was heart operated and send soon recovery message.	He also send good wishes to Indian PM Man Mohn Singh who had a heart surgery a few days ago.	And he also wished Indian Prime Minister Manmohan Singh, who had undergone a heart operation on Saturday, a speedy recovery.	And the Prime Minister Manmohan Singh on Saturday, the heart was the operation early recovery of the wish of the message.	a353ocl6lm6m4o	a2de039cxxjuga	a3dd3acpmvdvca	a237ydzvlsvdzw
voa_urd_20090126.0003__6	خیال رہے کہ گزشتہ روز بھارتی پولیس نے دو مشتبہ پاکستانی جنگجوؤں کو نئی دہلی کے مضافات میں لڑائی کے بعد ہلاک کرنے کا دعوی کیا تھا۔	Yesterday Indian police claimed to have killed two suspected Pakistani militants after a fight on the outskirts of New Delhi.	It should be kept in mind that the other day, Indian police claimed to have killed two suspected Pakistani militants in the suburbs of New Delhi after a scuffle.	It should be noted that the Indian police claimed to have gunned down two suspected Pakistani militants in a gunbattle in the outskirts of New Delhi, yesterday.	Indian police claimed to have killed two suspected Pakistani militants in a shootout in a New Delhi suburb two days ago.	It should be remembered that yesterday the Indian police claimed to have killed two suspected Pakistani militants after a shootout in the outskirts of Mew Delhi.	Remember that in the day gone by, Indian police claimed that they killed two precarious Pakistani combatant in the outskirts of New Delhi after a fight.	Please note that yesterday Indian police had claimed to kill two suspected Pakistani fighters near New Delhi after an encounter.	I think that last day two Indian police suspected Pakistani militants in New Delhi in the outskirts of fighting killed after a claim.	a3dd3acpmvdvca	a1wyssw33m2fz2	a2jtc8u7z5z9tf	a237ydzvlsvdzw
voa_urd_20090126.0003__7	مقامی حکام کے مطابق پولیس نے ان دونوں افراد سے AK 47 رائفلیں، گرنیڈ اور کچھ کاغذات برآمد کیے ہیں جو یہ ظاہر کرتے ہیں کہ یہ دونوں پاکستانی ہیں۔	According to local authorities, the police have recovered AK-47 rifles, grenades, and some documents from these two individuals which indicate that they are Pakistanis.	According to the local officials, police recovered AK-47 rifles, grenades, and some documents which show that both were Pakistani.	According to local authorities police has recovered AK 47 Rifles, grenades and some papers which show that both of them were Pakistani.	According to the police, rifles, grenades, AK47 rifles and some documents showing that they were Pakistani were recovered from them.	Local officials say that the police recovered AK 47 rifles, granades and some documents from them which proved that they were from Pakistan.	According to the local authorities, police exported 47 rifles, grenade and some papers from these two persons, which shows that these two are Pakistani.	According to local government police had recovered AK47 rifles, grenade an some papers from both persons. Which indicates that they were probably from Pakistan.	According to local officials, the police, the two people, 47 rifles, a grenade and some documents, recovered that these two Pakistani.	a3dd3acpmvdvca	a1wyssw33m2fz2	a2jtc8u7z5z9tf	a237ydzvlsvdzw
voa_urd_20090126.0003__8	پولیس اس بات کی تفتیش بھی کر رہی ہے کہ کیا ان دونوں کا تعلق پاکستان کی اُس کالعدم تنظیم لشکر طیبہ سے ہے جو گزشتہ سال نومبر میں ممبئی حملوں میں ملوث تھی۔	Police are also investigating whether the two may be linked to the dissolved Pakistani organization Lashkar-e-Tayaba which was involved in the Mumbai attacks last November.	Police are also investigating the fact of whether they are related to that defunct organization of Pakistan, Lashkar-e-Taiba, which was involved in the Mumbai attacks in November last year.	Police are also investigating whether these two have any links with the banned organization Lashkar-e-Taiba which was involved in Mumbai attacks last November	Police are investigating whether the two had links with Pakistan's banned outfit Laskhar-e Taiba, which was behind the Mumbai attacks in November last year.	Police are also investigating whether these two belonged to Pakistani debarred organization, Lashkar-e-Taiba, which was found guilty in the Mumbai attacks carried out in Bombay, November of last year.	Police is also investigating if they were related to that Pakistan's invalidated Party Laskhar-e-Tayyaba, which was involved in the Bombay attacks in November last year.	Police is also investigating this matter that whether these two persons belong to the banned organization 'Lashkar-e-Taiba' which was involved in last November year's Mumbai attacks.	The police investigation is also the them both belonged to Pakistan banned organization of the Lashkar-e-Tayyaba, in November last year was involved in Mumbai attacks.	a3dd3acpmvdvca	a1wyssw33m2fz2	a2jtc8u7z5z9tf	a237ydzvlsvdzw
voa_urd_20090126.0013__1	چائے : چھاتی کے سرطان کا مؤثر علاج	Tea: An Effective Treatment for Breast Cancer	Tea: Effective Treatment for Breast Cancer	Tea: Effective Cure for Breast Cancer	Tea: effective cure for breast cancer	Tea: an effective cure for breast cancer	Tea: Effective cure of Chest Cancer	Tea: A good cure for breast cancer	Tea: An effective treatment of Lung Cancer.	a3dd3acpmvdvca	a1wyssw33m2fz2	a2jtc8u7z5z9tf	a3u16uhguaktzs
voa_urd_20090126.0013__2	ایک نئی تحقیق میں بتایا گیا ہے کہ چائے کے تین کپ روزانہ	New research has found that drinking three cups of tea daily	In a new research it has been said that three cups of tea	According to a new research drinking three cups of tea a day	New research reveals that drinking three cups of tea daily	According to a new research, three cups of tea a day,	In a new research it is being told that drinking 3 cups of tea everyday	According to a new research, drinking three cups of tea every day	New research shows that drinking three cups of tea day	a3dd3acpmvdvca	a1wyssw33m2fz2	a2jtc8u7z5z9tf	a3u16uhguaktzs
voa_urd_20090126.0013__3	پینے سے 50 سال سے کم عمر خواتین میں چھاتی کے سرطان کا خطرہ ایک تہائی سے زیادہ کم ہوجاتا ہے۔	decreases the risk of breast cancer in women under 50 years of age by more than a third.	if taken daily, reduces the risk of breast cancer by more than one third in women aged less than 50 years.	reduce the risk of breast cancer by one-third in women below 50 years of age.	reduces the risk of breast cancer in women below the age of 50.	if taken, can decrease the risk of cancer in women below 50 years of age, by more than a third.	reduces the danger of chest cancer in women under 50 years of age by 1/3rd.	the chances of breast cancer is reduced by more then one third in women less then 50 years old.	greatly reduces the risk of the lung cancer in women under the age of 50.	a3dd3acpmvdvca	a1wyssw33m2fz2	a2jtc8u7z5z9tf	a3u16uhguaktzs
voa_urd_20090126.0013__4	امریکی ریاست فلوریڈا کے موفٹ کینسر سینٹر میں ہونے والی اس تحقیق میں بتایا گیا ہے کہ 50 سال سے کم عمر کی ایسی خواتین میں چھاتی کے سرطان کی رسولی	This research conducted in the American state of Florida's Moffitt Cancer Center has found that for women less than 50 years of age, the risk of breast cancer tumors	In this research, done in the Moffitt Cancer Center in the state of Florida in America, it has been said that the risk of cancer of the breast tumor in the women, aged under 50,	The research conducted at the Moffitt Cancer Research Centre in America's state of Florida has revealed that the risk in developing breast cancer tumor in those women below 50 years of age	Research provided by the Moft Cancer Center in the US state of Florida said that women below the age of 50 can reduce the risk of breast cancer	In a research carried out by the Moffitt Cancer Institute, in the American state of Florida, it was revealed that the risk of occurrence of breast cancer tumors, in such women below the age of 50 years	The research happening in the Moffitt Cancer Center in the American State of Florida, has showed that chances of getting tumor of chest cancer in those women under 50 years of age	In a research conducted in MOFT center of Florida America, it has been told that women with less then 50 years age that have breast cancel onco	This research from the Moffet Cancer Centre in Florida says that the chances of contracting lung cancer in women under the age of 50	a3dd3acpmvdvca	a1wyssw33m2fz2	a2jtc8u7z5z9tf	a3u16uhguaktzs
voa_urd_20090126.0013__5	کےخطرے میں 37 فی صد تک کمی ہوجاتی ہے جوروزانہ چائے کے کم ازکم تین کپ پیتی ہیں۔	is decreased by up to 37 percent in those who drink at least three cups of tea daily.	is reduced by up to 37 percent for those who drink at least three cups of tea daily.	reduces by up to 37 per cent who drank at least three cups of tea daily.	by 37 per cent if they drink at least three cups of tea daily.	who drink at least three cups of tea a day, is reduced by up to 37%.	is reduced by 37%, who drink at least three cups of tea everyday.	gets the chances of breast cancer reduced by 37 percent who drink tea three cups a day.	who drink tea three times a day, are reduced by 37%	a3dd3acpmvdvca	a1wyssw33m2fz2	a2jtc8u7z5z9tf	a3u16uhguaktzs
voa_urd_20090126.0013__6	تحقیق میں یہ بھی بتایا گیا ہے کہ بڑی عمر کی خواتین کو تین یا اس سے زیادہ کپ چائے روزانہ پینے سے اس سلسلے میں کوئی خاص فائدہ نہیں ہوتا۔	Research has also found that drinking three or more cups of tea daily does not hold any particular benefit in this respect for elderly women.	In the research, it was also said that the women of higher age don't get any noticeable benefits in this regard by taking three or more cups of tea daily.	The research has also revealed that among women of higher age, the daily dose of three or more cups of tea does not have any significant impact in this regard.	The research said that the intake of three or more cups of tea by older women does not provide any noteworthy benefits.	It was also revealed in the research that there was no significant benefit, in these regards, in the woman aged above 50, who drank three or more cups of tea a day.	It is also told in the research that it does not help older women even if they drink three or more cups of tea daily.	The research shows that the aged women dont get any effect from drinking three or more cups of tea a day.	The research also said that having more than three cups of tea daily in women over the age of 50 has on special benefits.	a3dd3acpmvdvca	a1wyssw33m2fz2	a2jtc8u7z5z9tf	a3u16uhguaktzs
voa_urd_20090126.0013__7	ماہرین کا خیال ہے کہ اس کی وجہ چائے میں ایسے اجزا کی موجودگی ہے جو سرطان کی ان خاص قسم کی رسولیوں کے خلاف زیادہ مؤثر ہوتےہیں جن کا نشانہ بالعموم 50 سال سے کم عمر خواتین بنتی ہیں۔	Experts think that the reason for this is the presence in tea of some ingredients that are more effective against those particular cancerous tumors that most commonly occur in women under fifty years of age.	The experts say that the reason of this is the presence of some elements in the tea that are effective against those tumors which occur in the women of less than 50 years.	Experts believe that the reason for this is the presence of a substance in tea that is more effective against a particular type tumor that generally target women below 50 years of age.	The experts are of the opinion that tea contains ingredients that are more effective against particular breast tumors that usually target woman below 50 years of age.	Experts believe that the reason for this is that tea has such ingredients in it, which are more effective against specific tumors which generally occur in women below the age of 50.	Specialists think that this is because of the presence of such components in tea that are more effective against such types of cancer tumors, which usually targets women under 50 years of age.	The researchers think that the tea contains such elements that are effective against the special type of onco in the breast cancer (that effect the women younger then 50 years age)	Experts believe that the reason behind this is that tea has some elements that are effective against the formation of cancer cells in women mainly under the age of 50.	a3dd3acpmvdvca	a1wyssw33m2fz2	a2jtc8u7z5z9tf	a3u16uhguaktzs
voa_urd_20090126.0013__8	ریاست فلوریڈا کے شہر ٹمپا میں قائم موفٹ کینسر سینٹر میں پانچ ہزار سے زیادہ خواتین پر یہ تحقیق کی گئی جنہوں نے چھاتی کے سرطان کا علاج کرایا تھا۔	In Florida state's Moffitt Cancer Center in the city of Tampa, this research was conducted on more than 5,000 women who had been treated for breast cancer.	This research was done on more than five-thousand women who were treated for breast cancer in the Moffitt Cancer Center, situated in the city of Tampa in the state of Florida.	In Moffitt Cancer Centre situated in Tampa city of Florida, America, this research was conducted on 5,000 women who had undergone treatment for breast cancer.	The Moft Cancer Center in Tampa, Florida, conducted research on over 5,000 women who underwent breast cancer treatment.	in the Moft Cancer Center situated in Tampa city of the State of Florida, a research was carried out on 5 thousand women who had taken the treatment for breast cancer.	Research was done on 5000 women who had treatment done for Chest Cancer at Moffitt Cancer Center founded in city Tampa of State of Florida.	In Moffitt Cancer Center, in the city of Tampa, Florida state, a research was conducted on over 5000 women, who had undergone treatment for breast cancer.	More than 5000 women who had lung cancer were treated in the Moffet Cancer Center, in Tampa, Florida.	a143bvgouf83je	a1wyssw33m2fz2	a3dd3acpmvdvca	a3u16uhguaktzs
voa_urd_20090126.0013__9	ان کی عمریں 20 اور 74 سال کے درمیان تھیں۔	Their ages were between 20 and 74 years.	Their ages were between 20 and 74 years.	Their ages ranged between 20 to 74.	Their ages ranged from 20 to 74 years.	Their ages were between 20 and 70 years.	Their ages are between 20 and 74 years.	Their ages were between 20 and 74 years.	They were aged between 29 to 74.	a143bvgouf83je	a1wyssw33m2fz2	a3dd3acpmvdvca	a3u16uhguaktzs
voa_urd_20090126.0013__10	ماہرین نے ان کے طبی ریکارڈ اور طرز زندگی کا موازنہ ایسی خواتین سے کیا جو چھاتی کے سرطان سے محفوظ تھیں۔	Experts compared their medical records and lifestyles to women who did not have breast cancer.	The experts compared their medical records and their lifestyle with those of the women who were safe from breast cancer.	Experts compared their medical records and lifestyle with such women who were free from breast cancer.	The experts compared their medical records and lifestyle with the women who were safe from breast cancer.	the experts compared their medical record and life pattern with that of women who were safe from breast cancer.	Specialists compared their medical records and lifestyle to those women who are free from chest cancer.	Experts compared their medical records and lifestyles with women who were safe from breast cancer.	Researchers compared their medical records and lifestyles to women who were free of lung cancer.	a143bvgouf83je	a1wyssw33m2fz2	a3dd3acpmvdvca	a3u16uhguaktzs
voa_urd_20090126.0013__11	ماہرین کو یہ بھی پتہ چلا کہ سرطان کی ایک خاص قسم ، لوبلر، پر چائے نے نمایاں طور پر اپنا اثردکھایا اور اس میں 66 فی صد تک کمی واقع ہوئی۔	Experts also found that on a special type of cancer, lobular, tea had a significant effect, causing as much as 66 percent decrease.	The experts also came to know that tea visibly showed its effect on a special type of cancer 'lobular' which was reduced up to 66 percent.	Experts have also found that the tea had a significant effect on a particular type of cancer, Lobular, and it was reduced up to 66 percent.	The experts have also learned that tea has a significant effect on a particular form of cancer, Lobler, which was reduced by 66 per cent.	the experts also found out that on a particular type of cancer, Lobular, tea had shown a great effect and it reduced by 66 percent.	Specialists also came to know that tea had its prominent effect on one of the kinds of cancer, Lobes, and it was reduced by 66%.	The experts also found out that on a specific type of cancer called lobular cancer, the drinking of tea has shown clear effects, and has decreased its occurrence by 66 percent.	Experts also discovered that tea was mainly effective on a certain type of cancer, called lopler, and was reduced by 66 %.	a143bvgouf83je	a1wyssw33m2fz2	a3dd3acpmvdvca	a3u16uhguaktzs
voa_urd_20090126.0013__12	چھاتی کے سرطان کا تقریباً ہر دسواں مریض اس قسم میں مبتلا ہوتا ہے۔	Almost one in ten breast cancer patients has this type.	Every tenth patient of breast cancer suffers from this type.	Almost every tenth patient of breast cancer suffers from this type.	About every tenth person with breast cancer has this type of cancer.	almost every tenth patient of breast cancer suffers from this type of it.	Every 10th chest cancer patient has this kind of cancer.	A tenth of every breast cancer patient suffers this type of cancer.	Every 10th patient of lung cancer falls under this type of cancer.	a143bvgouf83je	a1wyssw33m2fz2	a3dd3acpmvdvca	a3u16uhguaktzs
voa_urd_20090126.0013__13	سرطان کی یہ قسم اس لیے زیادہ خطرناک ہے کیونکہ وہ گہرائی میں ہوتا ہے اور اس کا عام طور پر اس وقت پتہ چلتا ہے جب وہ کافی پھیل چکا ہوتاہے۔	This type of cancer is more dangerous because it is deep and is commonly discovered after it has already spread a lot.	This type of cancer is dangerous because of the reason that it is deep-seated and usually it is diagnosed when it has already widely spread.	This type of cancer is the most dangerous because it is located vary deep and is detected only after it has spread extensively.	This type of cancer is more dangerous because it is found deep in the body and can only be diagnosed once it has spread to a great extent.	this type of cancer is more dangerous because it deep inside and is usually diagnosed when it has already spread to a great extent.	This type of chest cancer is dangerous because it is deep inside and usually diagnosed when it has spread alot.	This type of cancer is more dangerous because it is deeper and is usually only known after it spreads quite a bit.	This type of cancer is especially dangerous because it is deeper than most, and is usually only discoverable when it has spread significantly.	a143bvgouf83je	a1wyssw33m2fz2	a3dd3acpmvdvca	a3u16uhguaktzs
voa_urd_20090126.0013__14	ماہرین کا کہناہے کہ باقاعدگی سے چائے کے روزانہ کم ازکم تین کپ پینے سے کم عمر خواتین میں چھاتی کے سرطان کا خطرہ نمایاں طور کم ہوسکتا	Experts say that by regularly drinking at least three cups of tea everyday the risk of breast cancer can be lowered significantly in young women.	The experts say that drinking at least three cups of tea daily on a regular basis may reduce the risk of breast cancer conspicuously in younger women.	According to the experts regular intake of at least three cups of tea daily significantly reduces the risk of breast cancer among younger women.	Experts are of the opinion that the risk of breast cancer in young women can be significantly reduced if they drink at least three cups of tea regularly.	Experts say that by taking at least three cups a day regularly, the danger of breast cancer can be reduced in young women.	Specialists say that having at least three cups of tea every day can readily reduce the chances of chest cancer in women of lesser age.	Experts say that regular tea consumption, at least three cups a day, can drastically reduce the occurrence of breast cancer in young women.	Experts say that younger females can greatly reduce the risk of lung cancer by regularly drinking three cups of tea every day.	a143bvgouf83je	a1wyssw33m2fz2	a3dd3acpmvdvca	a3u16uhguaktzs
voa_urd_20090126.0013__15	ان کا کہنا ہے کہ چائے کو ایک روزمرہ کے مشروب کے طورپر اپنے روزمرہ معمولات میں شامل کرنے سے جسم میں سرطان کے خلاف مناسب معدافت پیدا ہوجاتی ہے۔	They say that including tea as an everyday drink in your everyday routine creates adequate immunity in the body against cancer.	They say that a proper defense is developed in the body against cancer if tea is included in the daily routine as a routine drink.	They say that the body develops proper immunity against cancer if tea is included in our daily drinks and is made part of our daily routine.	They find that including tea as a daily beverage helps produce the appropriate immunity in the body against cancer.	they say that making tea a regular drink in daily life can cause great resistance in the body against breast cancer.	They say that incorporating tea as a regular drink in your daily routine helps create immunity against the cancer.	They say that making tea a regular beverage taken on a daily basis and included in ones daily activities causes the suitable defense required against cancer in the body.	They say that incorporating tea in the daily life can greatly reduce the risk of any cancer.	a143bvgouf83je	a1wyssw33m2fz2	a3dd3acpmvdvca	a3u16uhguaktzs
voa_urd_20090126.0013__16	برطانیہ میں ہرسال تقریباً 40 ہزار خواتین میں چھاتی کے سرطان کی تشخیص ہوتی ہے۔	In Britain every year almost 40,000 women are diagnosed with breast cancer.	In Britain, every year, about 40-thousand women are diagnosed with breast cancer.	In Britain every year around 40,000 women are diagnosed with breast cancer.	In Britain, about 40,000 women are diagnosed with breast cancer every year.	in Britain, every year, almost 40 thousand women are diagnosed to have breast cancer.	Almost 40,000 women are diagnosed with chest cancer in Britain.	In Britain, every year, approximately 40,000 women are diagnosed with breast cancer.	In Britain, more than 40,000 women are diagnosed with lung cancer every year.	a143bvgouf83je	a1wyssw33m2fz2	a3dd3acpmvdvca	a3u16uhguaktzs
voa_urd_20090127.0008__1	افغانستان میں جنگ امریکہ کو درپیش سب سے بڑا فوجی چیلنج ہے: گیٹس	War in Afghanistan Is the Biggest Military Challenge Facing America: Gates	War in Afghanistan is the Biggest Military Challenge Faced by America: Gates	Afghan War is the Biggest Military Challenge for America: Gates	Afghan war biggest challenge facing the United States: Gates	The Afghan war is the greatest challenge faced by America : Gates.	War in Afghanistan is the greatest army challenge facing America- Gates.	The biggest military challenge facing the American war in Afghanistan is gas.	War in Afghanistan is a biggest military challenge for America: Gutts	a143bvgouf83je	a1wyssw33m2fz2	a3dd3acpmvdvca	a2i57ww1b3evwx
voa_urd_20090127.0008__2	امریکی وزیرِ دفاع رابرٹ گیٹس نے کہا ہے کہ افغانستان میں جنگ امریکہ کو درپیش سب سے بڑا فوجی چیلنج ہے۔	American Secretary of Defense Robert Gates has said that the war in Afghanistan is the biggest military challenge facing America.	The American Secretary of Defense Robert Gates has said that the war in Afghanistan is the biggest military challenge faced by America.	American Defense Secretary Robert Gates has said that the war Afghanistan is the biggest military challenge facing America.	US Defense Secretary Robert Gates has said that the Afghan war is the biggest military challenge facing the US.	American Defense Minister Robert Gates said that the war in Afghanistan is the biggest challenge to America in terms of military challenges.	American defense minister Robert Gates has said that the war in Afghanistan is the biggest military challenge faced by America.	American Defence Minister Robert Gates has said that the biggest Military challenge to America is the war in Afghanistan	American minister Robert Gutts have told that that war in Afghanistan is a biggest military challenge for America.	a3fq8i38xt2b4z	a143bvgouf83je	a3sw1e5d0b9v9a	a2i57ww1b3evwx
voa_urd_20090127.0008__3	گیٹس آج امریکی سینٹ اور ایوانِ نمائندگان کے ارکان کو افغانستان اور عراق جنگ پر اوباما انتظامیہ کی حکمتِ عملی کے بارے میں بریفنگ دے رہے تھے۔	Today Gates was briefing the American Senate and members of the House of Representatives on the strategy of the Obama Administration regarding the war in Afghanistan and Iraq.	Gates was briefing the members of the Senate and House of Representatives on the strategy of the Obama administration on Afghanistan and the Iraq war.	Gates was briefing the Senate and House of Representatives on Obama administrations' strategy regarding the Afghanistan and Iraq war.	Gates briefed the US Senate and House of Representatives members today on the Obama Administration's Iraqi and Afghan war strategy.	Today Gates was briefing the senate and the house of representatives of the strategy adopted by the Obama administration on the Afghan and Iraq war.	Gates will give a briefing today to the Senate and Parliament over the strategies of the Obama regime on Afghanistan and Iraq wars.	Gates is today giving a briefing to American Senate and representatives of the Congress on the Obama Administrations policy on Afghanistan and Iraq wars.	Gutts today briefing about Afghanistan and Iraq war preparations of Obama to cenrt and Aiwane	a3fq8i38xt2b4z	a143bvgouf83je	a3sw1e5d0b9v9a	a2i57ww1b3evwx
voa_urd_20090127.0008__4	گیٹس نے سینٹ کی آرمڈ سروسز کمیٹی کو بتایا کہ صرف جنگ ہی افغانستان کے مسئلے کا حل نہیں لیکن اُنھوں نے مزید کہا کہ بہت سے علاقوں کو محفوظ بنانے کے لیے کافی تعداد میں فوجی موجود نہیں ہیں، جِس کا فائدہ اٹھاکر طالبان کارروائی کرتے ہیں۔	Gates told the Senate's Armed Services Committee that war alone is not the solution to the problem of Afghanistan, but he went on to say that there are not enough soldiers present to make many areas safe, a situation which the Taliban takes advantage and exploits.	Gates told the Armed Services Committee of the Senate that war is not the only solution to the Afghan problem; however, he further said, there are not enough soldiers present to make many areas safe, and the Taliban attacks by taking advantage of this situation.	Gates told the Armed Services Committee of the Senate that war is not the only solution of the Afghan crisis but he also said that not enough troops were in place to protect a number of places and Taliban take action taking advantage of this.	Gates told the Senate's Armed Forces Committee that war was not the only solution to the Afghan issue, but he added further that, in several areas that are being exploited by the Taliban, there are not enough troops present to secure the region.	Gates told the senate's armed services committee that only war is not the solution to the problems in Afghanistan but he further added to make many areas safer the amount of troops is far less than is a need and Taliban are making use of this weakness and conducting their operations.	Gates told the Armed Services committee of the Senate that fight is not the only solution to the Afghanistan issue. But he added that in order to secure several areas, sufficient number of troops is not there, and the Talibans take advantage of that to carry out their activities.	Gates told the Armed Services Senate Committee that the war is not the only solution to Afghan problem but he further said that in order to make many areas secure, Army Personal are not available,taking the advantage of it the Taliban carry out actions.	Gutts told Aim service of Cent that only war is not solution for problem in Afghanistan he also told to make many areas safer there is no sufficient military which is misused by Taliban.	a3fq8i38xt2b4z	a143bvgouf83je	a3sw1e5d0b9v9a	a2i57ww1b3evwx
voa_urd_20090129.0012__1	عمر کے ساتھ ورزش میں کمی کیوں؟	Why a Decrease in Exercise with Age?	Why Less Exercise with Increasing Age?	Why Reduce Exercise with Age?	Why reduce exercise as you age?	Why the reduction of exercise with increasing age?	why reduce exercise with the age?	Why reduction in exercise with increase in the age	Why is there decrease in exercise with increase in age?	a3fq8i38xt2b4z	a143bvgouf83je	a3sw1e5d0b9v9a	a3u16uhguaktzs
voa_urd_20090129.0012__2	نئی تحقیق	New Research	New Research	New Research	New research	New research	new research	New Research	New Research.	a3fq8i38xt2b4z	a143bvgouf83je	a3sw1e5d0b9v9a	a3u16uhguaktzs
voa_urd_20090129.0012__3	ورزش ہر عمر میں صحت کے لیے اچھی  ہوتی ہے۔	Exercise is good for the health at every age.	Exercise is good for health at every age.	Exercise is good for health at any age.	Exercise is good for health at any age.	Exercise is good at every age to remain healthy.	exercise at any age is good for health.	Exercise is good for health in every age	Exercise is good for health in any age.	a3fq8i38xt2b4z	a143bvgouf83je	a3sw1e5d0b9v9a	a3u16uhguaktzs
